423,14676,292,12805,852,2133
422,15186,304,13173,888,2193
421,15749,321,13568,919,2249
420,16391,333,13934,968,2323
419,17009,350,14356,998,2382
418,17573,367,14738,1039,2446
417,18161,388,15106,1076,2516
416,18839,410,15517,1104,2582
415,19515,435,15933,1149,2659
414,20123,455,16387,1192,2735
413,20782,477,16818,1228,2810
412,21463,501,17235,1275,2911
411,22148,529,17680,1331,2984
410,22835,552,18084,1385,3057
409,23538,577,18514,1453,3132
408,24249,604,18968,1506,3209
407,25053,632,19407,1556,3282
406,25803,667,19855,1611,3383
405,26559,691,20291,1665,3463
404,27334,725,20747,1728,3570
403,28167,761,21161,1808,3672
402,28927,795,21620,1880,3754
401,29746,827,22121,1956,3858
400,30503,867,22620,2016,3945
399,31321,901,23099,2060,4056
398,32149,944,23581,2142,4146
397,32975,983,24063,2216,4249
396,33832,1026,24600,2275,4383
395,34707,1086,25103,2361,4508
394,35585,1145,25610,2439,4618
393,36477,1210,26133,2549,4738
392,37329,1276,26600,2636,4866
391,38310,1347,27090,2745,5014
390,39192,1422,27620,2833,5162
389,40074,1484,28140,2946,5300
388,41006,1572,28678,3047,5436
387,41984,1654,29225,3156,5569
386,42987,1727,29719,3287,5723
385,43978,1818,30242,3416,5840
384,44936,1916,30771,3525,5975
383,45925,2025,31298,3670,6128
382,46915,2119,31831,3847,6280
381,47927,2221,32390,4030,6424
380,48951,2344,32960,4184,6575
379,49990,2482,33471,4360,6741
378,51046,2605,33990,4539,6923
377,52141,2746,34561,4720,7099
376,53276,2898,35131,4911,7282
375,54430,3057,35685,5140,7434
374,55546,3224,36234,5367,7622
373,56595,3414,36807,5640,7787
372,57760,3598,37391,5902,7951
371,58867,3781,37982,6210,8111
370,60054,3989,38587,6517,8295
369,61269,4184,39167,6853,8477
368,62530,4410,39751,7196,8673
367,63729,4636,40356,7539,8869
366,65030,4857,40952,7895,9058
365,66293,5119,41557,8271,9248
364,67566,5374,42189,8644,9443
363,68830,5634,42755,9027,9640
362,70117,5926,43382,9456,9853
361,71412,6254,43966,9926,10048
360,72753,6572,44593,10424,10228
359,74107,6910,45222,10921,10440
358,75451,7221,45873,11441,10644
357,76811,7573,46498,11959,10842
356,78228,7926,47140,12533,11037
355,79619,8247,47798,13105,11243
354,81027,8626,48436,13663,11470
353,82521,9002,49088,14259,11685
352,84047,9437,49765,14883,11874
351,85516,9907,50412,15520,12061
350,87022,10343,51074,16126,12296
349,88557,10859,51747,16722,12506
348,90082,11350,52420,17367,12740
347,91628,11862,53085,18076,12988
346,93215,12433,53783,18771,13201
345,94906,12966,54452,19445,13412
344,96504,13553,55111,20155,13648
343,98266,14105,55848,20887,13910
342,99851,14726,56600,21638,14144
341,101491,15364,57335,22414,14347
340,103220,16018,58060,23216,14577
339,104979,16710,58801,24005,14829
338,106731,17444,59546,24820,15119
337,108533,18194,60266,25675,15352
336,110309,18947,60970,26556,15569
335,112152,19723,61702,27479,15807
334,113992,20508,62529,28353,16028
333,115882,21356,63270,29319,16253
332,117719,22240,63994,30264,16498
331,119560,23119,64767,31226,16736
330,121557,24042,65487,32215,16975
329,123553,24958,66286,33245,17236
328,125566,25913,67009,34232,17456
327,127495,26945,67831,35320,17708
326,129469,28039,68631,36357,17962
325,131540,29084,69506,37387,18210
324,133695,30194,70368,38465,18467
323,135783,31322,71167,39545,18718
322,137991,32521,71965,40595,18965
321,140193,33715,72842,41785,19216
320,142537,34975,73658,42994,19457
319,144837,36259,74585,44172,19673
318,147195,37549,75433,45393,19937
317,149475,38925,76308,46596,20179
316,151851,40269,77213,47816,20423
315,154311,41708,78084,49087,20653
314,156849,43163,78972,50350,20924
313,159340,44701,79832,51719,21179
312,161937,46257,80741,53103,21437
311,164441,47852,81600,54428,21685
310,167012,49469,82551,55781,21952
309,169667,51059,83435,57165,22192
308,172280,52791,84429,58521,22472
307,175068,54602,85354,59915,22744
306,177742,56535,86270,61429,22980
305,180503,58446,87235,62973,23236
304,183386,60396,88183,64394,23523
303,186354,62433,89160,65909,23777
302,189355,64470,90180,67521,24045
301,192347,66552,91221,69180,24316
300,195432,68739,92244,70799,24570
299,198605,70920,93273,72493,24867
298,201751,73142,94328,74129,25154
297,204894,75368,95353,75795,25415
296,208203,77775,96419,77482,25672
295,211523,80160,97569,79351,25951
294,214841,82539,98628,81118,26236
293,218245,85087,99727,82977,26495
292,221754,87660,100807,84746,26745
291,225317,90381,101906,86661,27000
290,229005,93050,103010,88593,27297
289,232636,95769,104234,90537,27570
288,236329,98564,105399,92581,27869
287,240133,101394,106575,94687,28124
286,243951,104407,107785,96772,28386
285,247956,107523,108992,98874,28642
284,252000,110581,110243,100927,28946
283,256060,113808,111415,103112,29230
282,259975,117080,112679,105305,29501
281,264153,120347,113950,107497,29781
280,268468,123777,115264,109722,30074
279,272823,127311,116611,112063,30360
278,277232,130782,117948,114415,30632
277,281798,134435,119256,116781,30930
276,286406,138108,120599,119233,31215
275,291273,141829,121968,121599,31502
274,296086,145785,123265,124060,31813
273,300907,149728,124723,126606,32098
272,305859,153734,126156,129132,32406
271,310951,157788,127597,131708,32692
270,316098,161862,129060,134488,32998
269,321340,166030,130452,137223,33280
268,326886,170293,131913,140022,33543
267,332288,174614,133398,142787,33841
266,337887,179065,134939,145619,34127
265,343479,183509,136507,148477,34434
264,349309,188148,138043,151390,34774
263,355204,192919,139711,154355,35071
262,361141,197702,141276,157480,35368
261,367227,202612,142870,160581,35657
260,373366,207581,144419,163737,35950
259,379618,212656,146122,166972,36221
258,386045,217852,147744,170268,36517
257,392648,223168,149383,173625,36834
256,399443,228537,151071,177007,37150
255,406323,234009,152778,180509,37474
254,413336,239531,154491,184034,37777
253,420440,245211,156327,187541,38077
252,427655,250965,158111,191248,38417
251,435022,256689,159936,194973,38739
250,442476,262646,161789,198732,39037
249,450023,268709,163664,202627,39329
248,457946,274668,165614,206728,39673
247,465720,280913,167634,210797,40024
246,473719,287166,169615,214928,40325
245,481878,293379,171618,219153,40621
244,490186,299738,173696,223423,40959
243,498624,306284,175753,227806,41292
242,507289,312924,177874,232244,41627
241,516128,319738,180005,236589,41953
240,524996,326643,182139,241181,42268
239,533883,333842,184289,245880,42631
238,543093,340757,186487,250520,42977
237,552463,347891,188836,255424,43310
236,561926,355394,191174,260209,43657
235,571454,362927,193599,265108,44061
234,581189,370435,196089,270154,44391
233,591167,378186,198581,275266,44746
232,601020,385906,201066,280435,45085
231,611252,393889,203568,285719,45448
230,621689,401950,206158,291007,45800
229,632240,409982,208785,296471,46151
228,643151,418323,211498,302193,46517
227,653891,426710,214198,307939,46884
226,664806,435138,216996,313861,47228
225,675820,443652,219662,319899,47559
224,687014,452435,222622,325934,47953
223,698433,461245,225557,332053,48335
222,709797,470299,228522,338300,48694
221,721615,479201,231593,344641,49057
220,733252,488102,234708,351168,49437
219,745204,497502,237763,357814,49804
218,757124,506895,240943,364656,50200
217,769347,516379,244177,371663,50573
216,781812,525889,247569,378489,50982
215,794176,535501,250975,385490,51319
214,806738,545303,254462,392708,51679
213,819547,555149,258050,400263,52077
212,832542,565090,261776,407934,52466
211,845669,575010,265416,415634,52882
210,858463,585150,269174,423566,53291
209,871703,595404,272983,431402,53700
208,885208,605635,276890,439531,54142
207,898871,616019,280976,447831,54546
206,912541,626554,285160,456423,54939
205,926297,637121,289423,465063,55338
204,940174,647721,293701,473904,55792
203,954207,658379,298127,482792,56206
202,968242,669042,302615,491850,56630
201,982504,679807,307208,501140,57053
200,996763,690546,311904,510640,57466
199,1011367,701370,316806,520521,57892
198,1025884,712295,321569,530240,58344
197,1040474,723387,326660,540225,58779
196,1055158,734463,331740,550292,59240
195,1069847,745498,336991,560686,59672
194,1084512,756508,342418,571286,60131
193,1099313,767746,347786,582135,60593
192,1114352,778620,353474,593134,61064
191,1129678,789693,359244,604456,61536
190,1144929,800924,365084,615828,62036
189,1160383,811873,371130,627573,62527
188,1175729,822835,377376,639372,62999
187,1191041,833984,383669,651678,63479
186,1206487,845015,390027,664004,63958
185,1222015,856095,396770,676673,64429
184,1237295,866975,403636,689476,64899
183,1252826,877606,410731,702528,65354
182,1268238,888402,417761,715645,65837
181,1283782,899130,425195,729049,66346
180,1299378,912284,434358,745485,66898
179,1315185,928186,445305,765236,67480
178,1330568,943663,456701,785250,68110
177,1346173,959035,468452,805676,68705
176,1361579,974169,480442,826902,69289
175,1377243,989265,493071,848278,69882
174,1392865,1003598,506119,869840,70443
173,1408500,1017965,519676,892217,71055
172,1424078,1031612,533650,914851,71718
171,1439773,1044798,548488,937943,72331
170,1455519,1057677,563707,961472,72966
169,1471029,1069982,579535,985135,73574
168,1486530,1081881,596042,1009094,74162
167,1501989,1093130,613090,1033317,74816
166,1517626,1104066,630780,1057637,75448
165,1533004,1114305,649113,1082097,76044
164,1548367,1124209,667957,1106428,76708
163,1563787,1133522,687598,1130735,77330
162,1579079,1142162,707784,1154778,77912
161,1594397,1150409,728815,1178913,78535
160,1609392,1158142,750292,1202981,79148
159,1624394,1165368,772258,1226506,79719
158,1639541,1171968,794999,1249586,80330
157,1654556,1178044,818371,1272084,80945
156,1669367,1183783,842171,1293596,81546
155,1684044,1188943,866258,1314725,82096
154,1698560,1193811,890710,1334688,82656
153,1713212,1198066,915657,1353468,83191
152,1727499,1202009,940654,1371189,83748
151,1741846,1205608,965889,1387583,84252
150,1763657,1208891,991306,1402537,84759
149,1791503,1211794,1016523,1415982,85220
148,1818931,1214338,1041628,1428736,85706
147,1845920,1216574,1066119,1439582,86139
146,1872381,1218456,1090140,1449233,86536
145,1897817,1220093,1113194,1457549,86905
144,1922724,1221463,1135509,1464418,87268
143,1946736,1222626,1156467,1470355,87640
142,1969959,1223636,1175740,1475411,87926
141,1992619,1224343,1193536,1479393,88209
140,2014402,1224928,1209031,1482430,88472
139,2035452,1225309,1222036,1484721,88715
138,2054880,1225576,1232042,1486410,88934
137,2073948,1225735,1238671,1487562,89117
136,2091129,1225844,1242315,1488239,89264
135,2108441,1225909,1244528,1488736,89372
134,2123444,1225957,1245850,1489060,89459
133,2138548,1225984,1246690,1489272,89520
132,2150896,1226010,1247241,1489438,89553
131,2163187,1226021,1247585,1489548,89589
130,2173022,1226024,1247812,1489611,89625
129,2182478,1226033,1247925,1489642,89645
128,2189740,1226035,1248007,1489666,89664
127,2196426,1226039,1248050,1489690,89686
126,2201599,1226041,1248085,1489700,89697
125,2205909,1226044,1248099,1489702,89718
124,2209380,1226045,1248118,1489707,89732
123,2211868,1226045,1248126,1489710,89744
122,2213905,1226045,1248130,1489712,89757
121,2215206,1226046,1248132,1489712,89766
120,2216407,1226046,1248133,1489712,89768
119,2217130,1226046,1248134,1489712,89773
118,2217796,1226046,1248134,1489712,89776
117,2218146,1226046,1248135,1489712,89776
116,2218488,1226046,1248135,1489712,89776
115,2218633,1226046,1248135,1489712,89776
114,2218756,1226046,1248135,1489712,89776
113,2218822,1226046,1248135,1489712,89776
112,2218877,1226046,1248135,1489712,89776
111,2218915,1226046,1248135,1489712,89776
110,2218938,1226046,1248135,1489712,89776
109,2218961,1226046,1248135,1489712,89776
108,2218974,1226046,1248135,1489712,89776
107,2218983,1226046,1248135,1489712,89776
106,2218985,1226046,1248135,1489712,89776
105,2218989,1226046,1248135,1489712,89776
104,2218989,1226046,1248135,1489712,89776
103,2218991,1226046,1248135,1489712,89776
102,2218991,1226046,1248135,1489712,89776
101,2218991,1226046,1248135,1489712,89776
100,2218992,1226046,1248135,1489712,89776
99,2218992,1226046,1248135,1489712,89776
